resume_text,job_description,match_score,matched_skills,missing_skills,fit_category
"Sanjay is a Backend Developer professional based in Delhi with 7 years of experience. Education: MCA. Skills include Unit Testing, Redis, Java. Experience includes optimize database queries, develop scalable backend services.","We are hiring a Backend Developer. Required skills: Docker, Unit Testing, Python, SQL, Redis, Spring Boot. Responsibilities include implement authentication, optimize database queries, design APIs. The role requires approximately 2+ years of relevant experience.",45,"Unit Testing, Redis","Docker, Python, SQL, Spring Boot",No Fit
"Rohit is a Cloud Engineer professional based in Pune with 5 years of experience. Education: M.Sc. in Data Science. Skills include CI/CD, Git. Experience includes configure containerized services, manage cloud infrastructure.","We are hiring a Cloud Engineer. Required skills: Azure, Kubernetes, AWS, CI/CD, Terraform, Docker, Python, Git. Responsibilities include configure containerized services, monitor systems, automate deployments. The role requires approximately 1+ years of relevant experience.",37,"CI/CD, Git","Azure, Kubernetes, AWS, Terraform, Docker, Python",No Fit
"Neha is a AI Engineer professional based in Kochi with 7 years of experience. Education: M.Tech in Artificial Intelligence. Skills include Git, TensorFlow. Experience includes train deep learning models, deploy inference services.","We are hiring a AI Engineer. Required skills: NLP, Scikit-learn, Python, Git, FastAPI, PyTorch. Responsibilities include process unstructured data, develop AI solutions, train deep learning models. The role requires approximately 4+ years of relevant experience.",33,Git,"NLP, Scikit-learn, Python, FastAPI, PyTorch",No Fit
"Arjun is a ML Engineer professional based in Chennai with 1 years of experience. Education: M.Sc. in Data Science. Skills include Git, TensorFlow, Python, AWS, Machine Learning. Experience includes develop machine learning pipelines, monitor model performance.","We are hiring a ML Engineer. Required skills: PyTorch, Scikit-learn, Python, TensorFlow, SQL, Machine Learning, Docker, AWS. Responsibilities include prepare training data, deploy models as APIs, develop machine learning pipelines. The role requires approximately 0+ years of relevant experience.",58,"Python, TensorFlow, Machine Learning, AWS","PyTorch, Scikit-learn, SQL, Docker",Potential Fit
"Aditya is a Data Analyst professional based in Mumbai with 3 years of experience. Education: B.E. in Information Technology. Skills include SQL, Excel, Data Visualization. Experience includes write SQL queries, build dashboards.","We are hiring a Data Analyst. Required skills: Data Visualization, Tableau, Matplotlib, Power BI, Data Cleaning. Responsibilities include identify trends, write SQL queries, build dashboards. The role requires approximately 2+ years of relevant experience.",32,Data Visualization,"Tableau, Matplotlib, Power BI, Data Cleaning",No Fit
"Neha is a Python Developer professional based in Pune with 1 years of experience. Education: B.Sc. in Computer Science. Skills include Flask, Python, PostgreSQL, Django. Experience includes write Python code, develop backend services.","We are hiring a Python Developer. Required skills: FastAPI, Django, Flask, Python, SQL, PostgreSQL. Responsibilities include develop backend services, write Python code, design REST APIs. The role requires approximately 3+ years of relevant experience.",63,"Django, Flask, Python, PostgreSQL","FastAPI, SQL",Potential Fit
"Neha is a ML Engineer professional based in Chennai with 8 years of experience. Education: M.Sc. in Data Science. Skills include Docker, AWS, Git, Scikit-learn, TensorFlow, FastAPI, Python, Machine Learning, SQL. Experience includes develop machine learning pipelines, monitor model performance.","We are hiring a ML Engineer. Required skills: Scikit-learn, FastAPI, AWS, Python, SQL, TensorFlow, Docker, Git. Responsibilities include develop machine learning pipelines, prepare training data, monitor model performance. The role requires approximately 0+ years of relevant experience.",100,"Scikit-learn, FastAPI, AWS, Python, SQL, TensorFlow, Docker, Git",None,Good Fit
"Arjun is a ML Engineer professional based in Delhi with 1 years of experience. Education: M.Tech in Artificial Intelligence. Skills include TensorFlow, SQL, AWS, FastAPI, Python, Scikit-learn, PyTorch. Experience includes develop machine learning pipelines, deploy models as APIs.","We are hiring a ML Engineer. Required skills: Python, TensorFlow, Scikit-learn, PyTorch, AWS, Machine Learning, Git, FastAPI. Responsibilities include develop machine learning pipelines, prepare training data, monitor model performance. The role requires approximately 3+ years of relevant experience.",68,"Python, TensorFlow, Scikit-learn, PyTorch, AWS, FastAPI","Machine Learning, Git",Potential Fit
"Rohit is a AI Engineer professional based in Bengaluru with 0 years of experience. Education: M.Sc. in Data Science. Skills include PyTorch, NLP, Deep Learning, Python, Scikit-learn, Computer Vision. Experience includes develop AI solutions, deploy inference services.","We are hiring a AI Engineer. Required skills: NLP, Python, Transformers, Deep Learning, FastAPI. Responsibilities include train deep learning models, develop AI solutions, deploy inference services. The role requires approximately 0+ years of relevant experience.",69,"NLP, Python, Deep Learning","Transformers, FastAPI",Potential Fit
"Nikhil is a AI Engineer professional based in Pune with 5 years of experience. Education: B.Tech in Computer Science. Skills include PyTorch, Git, Scikit-learn. Experience includes process unstructured data, train deep learning models.","We are hiring a AI Engineer. Required skills: Python, PyTorch, Deep Learning, Computer Vision, Git, Transformers, Scikit-learn, NLP. Responsibilities include train deep learning models, deploy inference services, process unstructured data. The role requires approximately 1+ years of relevant experience.",50,"PyTorch, Git, Scikit-learn","Python, Deep Learning, Computer Vision, Transformers, NLP",Potential Fit
"Sanjay is a Data Scientist professional based in Pune with 5 years of experience. Education: M.Tech in Artificial Intelligence. Skills include TensorFlow, Statistics, NumPy, Power BI. Experience includes create data visualizations, perform statistical analysis.","We are hiring a Data Scientist. Required skills: TensorFlow, Pandas, Python, Scikit-learn, SQL. Responsibilities include create data visualizations, build predictive models, perform statistical analysis. The role requires approximately 2+ years of relevant experience.",36,TensorFlow,"Pandas, Python, Scikit-learn, SQL",No Fit
"Nikhil is a AI Engineer professional based in Chennai with 8 years of experience. Education: M.Tech in Artificial Intelligence. Skills include Git, Transformers, TensorFlow, Deep Learning, PyTorch, Scikit-learn, NLP. Experience includes train deep learning models, deploy inference services.","We are hiring a AI Engineer. Required skills: FastAPI, PyTorch, Scikit-learn, TensorFlow, Git, NLP. Responsibilities include process unstructured data, deploy inference services, develop AI solutions. The role requires approximately 1+ years of relevant experience.",84,"PyTorch, Scikit-learn, TensorFlow, Git, NLP",FastAPI,Good Fit
"Ananya is a Full Stack Developer professional based in Delhi with 7 years of experience. Education: M.Sc. in Data Science. Skills include JavaScript, Node.js, HTML, Git, Python, React, Docker, REST API. Experience includes create backend APIs, develop frontend components.","We are hiring a Full Stack Developer. Required skills: REST API, Docker, Node.js, React, JavaScript. Responsibilities include integrate databases, build responsive web applications, create backend APIs. The role requires approximately 1+ years of relevant experience.",98,"REST API, Docker, Node.js, React, JavaScript",None,Good Fit
"Ananya is a Data Scientist professional based in Mysuru with 1 years of experience. Education: B.E. in Information Technology. Skills include Statistics, Power BI, Scikit-learn, Machine Learning. Experience includes clean and analyze datasets, build predictive models.","We are hiring a Data Scientist. Required skills: Machine Learning, NumPy, Python, TensorFlow, Matplotlib, Power BI, Pandas. Responsibilities include clean and analyze datasets, create data visualizations, build predictive models. The role requires approximately 5+ years of relevant experience.",30,"Machine Learning, Power BI","NumPy, Python, TensorFlow, Matplotlib, Pandas",No Fit
"Rohit is a Full Stack Developer professional based in Bengaluru with 5 years of experience. Education: M.Sc. in Data Science. Skills include Docker, REST API, Git, JavaScript, HTML. Experience includes develop frontend components, create backend APIs.","We are hiring a Full Stack Developer. Required skills: JavaScript, React, Docker, CSS, Python, SQL. Responsibilities include create backend APIs, develop frontend components, build responsive web applications. The role requires approximately 4+ years of relevant experience.",48,"JavaScript, Docker","React, CSS, Python, SQL",No Fit
"Rohit is a Data Analyst professional based in Chennai with 7 years of experience. Education: M.Tech in Artificial Intelligence. Skills include Python, Excel, SQL, Tableau, Power BI, Pandas, Statistics. Experience includes write SQL queries, identify trends.","We are hiring a Data Analyst. Required skills: Statistics, Data Visualization, Power BI, Excel, SQL. Responsibilities include identify trends, build dashboards, analyze business data. The role requires approximately 0+ years of relevant experience.",81,"Statistics, Power BI, Excel, SQL",Data Visualization,Good Fit
